day,S,E,I,R
1785,3637,237,709,15417
1786,3628,263,712,15397
1787,3637,257,700,15406
1788,3648,256,686,15410
1789,3641,237,713,15409
1790,3641,236,722,15401
1791,3635,237,740,15388
1792,3641,234,744,15381
1793,3622,244,731,15403
1794,3633,243,717,15407
1795,3647,237,704,15412
1796,3667,227,715,15391
1797,3659,249,709,15383
1798,3681,230,726,15363
1799,3699,217,740,15344
1800,3689,217,741,15353
1801,3669,232,742,15357
1802,3676,222,739,15363
1803,3654,246,726,15374
1804,3675,236,718,15371
1805,3654,249,696,15401
1806,3669,238,697,15396
1807,3663,225,696,15416
1808,3662,234,697,15407
1809,3663,241,704,15392
1810,3662,228,711,15399
1811,3682,237,703,15378
1812,3668,240,733,15359
1813,3659,233,753,15355
1814,3680,231,750,15339
1815,3672,245,757,15326
1816,3653,247,761,15339
1817,3655,234,767,15344
1818,3637,245,760,15358
1819,3619,262,732,15387
1820,3600,276,715,15409
1821,3602,271,704,15423
1822,3603,261,716,15420
1823,3610,239,726,15425
1824,3604,240,707,15449
1825,3598,243,704,15455
1826,3620,239,706,15435
1827,3627,256,700,15417
1828,3615,254,720,15411
1829,3594,259,716,15431
1830,3576,273,711,15440
1831,3576,256,729,15439
1832,3589,257,735,15419
1833,3592,227,737,15444
1834,3597,211,755,15437
1835,3591,245,741,15423
1836,3602,250,739,15409
1837,3614,248,742,15396
1838,3593,259,733,15415
1839,3578,256,746,15420
1840,3591,239,778,15392
1841,3591,268,771,15370
1842,3558,269,760,15413
1843,3549,275,754,15422
1844,3559,265,756,15420
1845,3572,250,767,15411
1846,3574,249,773,15404
1847,3553,262,767,15418
1848,3543,261,751,15445
1849,3529,275,758,15438
1850,3512,264,780,15444
1851,3501,264,767,15468
1852,3508,270,748,15474
1853,3507,271,752,15470
1854,3521,247,778,15454
1855,3498,256,779,15467
1856,3491,273,778,15458
1857,3478,269,772,15481
1858,3476,275,776,15473
1859,3463,281,762,15494
1860,3456,280,753,15511
1861,3438,259,777,15526
1862,3446,258,767,15529
1863,3478,241,764,15517
1864,3471,253,732,15544
1865,3481,263,732,15524
1866,3511,246,749,15494
1867,3526,234,752,15488
1868,3550,227,747,15476
1869,3532,245,750,15473
1870,3531,249,753,15467
1871,3548,237,760,15455
1872,3541,245,733,15481
1873,3563,227,730,15480
1874,3555,251,691,15503
1875,3564,263,682,15491
1876,3565,250,691,15494
1877,3553,253,689,15505
1878,3535,268,706,15491
1879,3531,251,714,15504
1880,3539,236,730,15495
1881,3553,220,724,15503
1882,3574,227,702,15497
1883,3578,252,689,15481
1884,3578,253,691,15478
1885,3578,241,680,15501
1886,3600,240,677,15483
1887,3622,226,715,15437
1888,3613,224,716,15447
1889,3618,236,716,15430
1890,3630,223,698,15449
1891,3627,222,694,15457
1892,3651,226,677,15446
1893,3651,208,685,15456
1894,3649,203,677,15471
1895,3649,217,669,15465
1896,3637,232,672,15459
1897,3634,237,662,15467
1898,3651,221,674,15454
1899,3642,239,676,15443
1900,3635,230,674,15461
1901,3625,243,670,15462
1902,3637,245,667,15451
1903,3625,259,661,15455
1904,3633,260,674,15433
1905,3639,244,694,15423
1906,3647,244,685,15424
1907,3681,222,705,15392
1908,3675,248,694,15383
1909,3686,251,688,15375
1910,3699,224,693,15384
1911,3709,217,710,15364
1912,3730,217,703,15350
1913,3718,241,698,15343
1914,3738,221,705,15336
1915,3728,232,705,15335
1916,3718,231,692,15359
1917,3720,240,701,15339
1918,3721,254,686,15339
1919,3728,274,675,15323
1920,3703,251,700,15346
1921,3684,261,686,15369
1922,3653,258,692,15397
1923,3669,241,694,15396
1924,3673,243,667,15417
1925,3697,226,667,15410
1926,3666,244,672,15418
1927,3701,225,691,15383
1928,3695,234,686,15385
1929,3669,237,704,15390
1930,3687,231,706,15376
1931,3669,244,683,15404
1932,3675,256,672,15397
1933,3654,241,694,15411
1934,3649,238,701,15412
1935,3651,231,722,15396
1936,3640,264,707,15389
1937,3665,238,704,15393
1938,3640,245,721,15394
1939,3643,230,749,15378
1940,3636,235,728,15401
1941,3638,246,724,15392
1942,3631,249,715,15405
1943,3636,253,688,15423
1944,3634,257,702,15407
1945,3632,252,704,15412
1946,3626,263,716,15395
1947,3608,267,716,15409
1948,3611,263,721,15405
1949,3619,256,729,15396
1950,3615,267,750,15368
1951,3591,268,769,15372
1952,3599,265,775,15361
1953,3569,260,776,15395
1954,3565,244,781,15410
1955,3537,255,785,15423
1956,3545,254,792,15409
1957,3555,252,781,15412
1958,3541,248,758,15453
1959,3541,243,765,15451
1960,3517,270,759,15454
1961,3520,258,781,15441
1962,3498,266,801,15435
1963,3494,269,797,15440
1964,3475,274,785,15466
1965,3472,269,779,15480
1966,3462,259,786,15493
1967,3473,258,778,15491
1968,3479,268,800,15453
1969,3472,267,792,15469
1970,3477,255,809,15459
1971,3466,251,794,15489
1972,3465,260,770,15505
1973,3458,257,795,15490
1974,3439,261,811,15489
1975,3435,279,814,15472
1976,3420,285,794,15501
1977,3403,291,783,15523
1978,3421,289,800,15490
1979,3407,283,785,15525
1980,3392,274,786,15548
1981,3387,280,767,15566
1982,3406,261,765,15568
1983,3411,273,740,15576
1984,3418,243,761,15578
1985,3437,241,745,15577
1986,3432,251,721,15596
1987,3435,236,714,15615
1988,3433,233,720,15614
1989,3438,237,722,15603
1990,3473,230,709,15588
1991,3491,225,705,15579
1992,3511,219,724,15546
1993,3513,211,736,15540
1994,3526,213,733,15528
1995,3504,221,726,15549
1996,3494,225,709,15572
1997,3501,224,697,15578
1998,3517,225,700,15558
1999,3532,225,695,15548
2000,3536,214,717,15533
2001,3552,204,712,15532
2002,3555,223,689,15533
2003,3577,220,689,15514
2004,3570,208,692,15530
2005,3573,229,680,15518
2006,3589,238,673,15500
2007,3590,250,660,15500
2008,3596,243,663,15498
2009,3586,234,663,15517
2010,3597,237,651,15515
2011,3618,227,644,15511
2012,3628,218,653,15501
2013,3633,224,676,15467
2014,3635,227,686,15452
2015,3654,214,661,15471
2016,3655,231,654,15460
2017,3679,231,631,15459
2018,3682,224,623,15471
2019,3692,219,627,15462
2020,3700,209,656,15435
2021,3699,224,648,15429
2022,3736,210,658,15396
2023,3727,219,655,15399
2024,3710,228,659,15403
2025,3739,211,678,15372
2026,3739,205,688,15368
2027,3729,203,703,15365
2028,3730,220,696,15354
2029,3723,234,678,15365
2030,3720,244,690,15346
2031,3717,252,675,15356
2032,3724,226,687,15363
2033,3740,232,696,15332
2034,3721,241,698,15340
2035,3727,255,701,15317
2036,3729,258,695,15318
2037,3724,249,700,15327
2038,3748,250,696,15306
2039,3743,239,698,15320
2040,3751,239,711,15299
2041,3745,255,689,15311
2042,3778,247,691,15284
2043,3755,248,689,15308
2044,3755,245,684,15316
2045,3752,253,698,15297
2046,3741,253,681,15325
2047,3750,246,670,15334
2048,3765,240,678,15317
2049,3798,217,694,15291
2050,3812,218,693,15277
2051,3822,231,673,15274
2052,3817,237,670,15276
2053,3803,236,671,15290
2054,3827,245,661,15267
2055,3853,232,675,15240
2056,3862,242,657,15239
2057,3869,254,638,15239
2058,3909,238,621,15232
2059,3905,237,633,15225
2060,3913,256,642,15189
2061,3923,229,656,15192
2062,3921,244,647,15188
2063,3935,248,636,15181
2064,3931,241,640,15188
2065,3937,234,634,15195
2066,3944,227,655,15174
2067,3927,223,666,15184
2068,3916,233,664,15187
2069,3902,230,682,15186
2070,3909,224,680,15187
2071,3889,255,672,15184
2072,3866,258,670,15206
2073,3868,253,678,15201
2074,3863,250,691,15196
2075,3857,256,690,15197
2076,3846,252,700,15202
2077,3832,270,715,15183
2078,3837,257,725,15181
2079,3827,261,708,15204
2080,3824,267,721,15188
2081,3808,284,725,15183
2082,3810,268,732,15190
2083,3805,284,739,15172
2084,3798,287,735,15180
2085,3781,279,743,15197
2086,3793,256,738,15213
2087,3769,266,745,15220
2088,3774,267,732,15227
2089,3753,277,723,15247
2090,3760,255,760,15225
2091,3741,270,769,15220
2092,3699,250,803,15248
2093,3685,239,812,15264
2094,3664,242,825,15269
2095,3666,261,806,15267
2096,3618,276,823,15283
2097,3592,281,808,15319
2098,3550,275,817,15358
2099,3556,275,795,15374
2100,3537,276,790,15397
2101,3530,268,793,15409
2102,3504,274,785,15437
2103,3498,267,782,15453
2104,3490,275,786,15449
2105,3477,253,825,15445
2106,3482,237,850,15431
2107,3456,251,836,15457
2108,3433,256,846,15465
2109,3449,264,833,15454
2110,3449,255,817,15479
2111,3438,246,809,15507
2112,3453,243,800,15504
2113,3434,254,788,15524
2114,3427,248,816,15509
2115,3434,238,813,15515
2116,3410,243,796,15551
2117,3381,276,785,15558
2118,3398,265,790,15547
2119,3378,258,793,15571
2120,3357,254,811,15578
2121,3374,247,813,15566
2122,3377,237,804,15582
2123,3366,247,790,15597
2124,3378,238,755,15629
2125,3367,260,714,15659
2126,3373,245,707,15675
2127,3386,248,697,15669
2128,3393,243,691,15673
2129,3402,239,705,15654
2130,3419,225,708,15648
2131,3406,238,707,15649
2132,3420,248,702,15630
2133,3440,244,711,15605
2134,3465,229,723,15583
2135,3451,226,709,15614
2136,3462,207,691,15640
2137,3478,203,685,15634
2138,3496,204,687,15613
2139,3509,233,643,15615
2140,3503,231,658,15608
2141,3521,234,652,15593
2142,3527,228,658,15587
2143,3556,212,637,15595
2144,3585,212,629,15574
2145,3600,229,613,15558
2146,3644,205,599,15552
2147,3659,192,606,15543
2148,3676,197,607,15520
2149,3713,200,596,15491
2150,3724,213,609,15454
2151,3708,222,607,15463
2152,3718,220,586,15476
2153,3742,221,607,15430
2154,3748,222,615,15415
2155,3757,242,609,15392
2156,3765,243,606,15386
2157,3791,230,587,15392
2158,3803,206,597,15394
2159,3785,214,588,15413
2160,3819,201,577,15403
2161,3821,221,575,15383
2162,3847,209,605,15339
2163,3850,203,612,15335
2164,3839,218,607,15336
2165,3855,210,612,15323
2166,3881,204,600,15315
2167,3917,194,601,15288
2168,3933,199,615,15253
2169,3937,217,607,15239
2170,3935,217,619,15229
2171,3943,215,633,15209
2172,3930,232,631,15207
2173,3902,231,653,15214
2174,3881,233,665,15221
2175,3911,226,659,15204
2176,3910,234,668,15188
2177,3885,261,655,15199
2178,3890,256,664,15190
2179,3900,247,659,15194
2180,3894,240,686,15180
2181,3896,252,695,15157
2182,3875,272,691,15162
2183,3859,266,721,15154
2184,3864,258,729,15149
2185,3853,264,746,15137
2186,3864,265,756,15115
2187,3883,262,755,15100
2188,3880,261,745,15114
2189,3868,258,744,15130
2190,3864,249,746,15141
2191,3849,255,768,15128
2192,3829,265,778,15128
2193,3772,284,776,15168
2194,3754,272,792,15182
2195,3743,267,803,15187
2196,3754,264,805,15177
2197,3703,305,799,15193
2198,3667,291,826,15216
2199,3642,281,841,15236
2200,3626,283,828,15263
2201,3621,303,816,15260
2202,3629,298,823,15250
2203,3600,299,837,15264
2204,3562,301,848,15289
2205,3532,302,854,15312
2206,3509,298,874,15319
2207,3491,302,877,15330
2208,3485,284,875,15356
2209,3480,278,858,15384
2210,3457,276,856,15411
2211,3463,286,826,15425
2212,3459,278,820,15443
2213,3438,277,829,15456
2214,3427,274,810,15489
2215,3451,270,786,15493
2216,3444,260,800,15496
2217,3432,256,800,15512
2218,3440,261,767,15532
2219,3420,260,770,15550
2220,3447,253,767,15533
2221,3453,249,750,15548
2222,3452,247,712,15589
2223,3455,235,702,15608
2224,3473,222,693,15612
2225,3471,241,649,15639
2226,3474,231,669,15626
2227,3467,223,682,15628
2228,3497,214,687,15602
2229,3508,220,693,15579
2230,3500,241,679,15580
2231,3503,233,677,15587
2232,3522,219,669,15590
2233,3528,208,675,15589
2234,3554,199,648,15599
2235,3589,193,643,15575
2236,3617,188,652,15543
2237,3653,203,616,15528
2238,3687,209,617,15487
2239,3685,224,614,15477
2240,3680,228,624,15468
2241,3701,234,607,15458
2242,3735,218,617,15430
2243,3756,219,611,15414
2244,3754,232,620,15394
2245,3733,243,645,15379
2246,3716,251,657,15376
2247,3729,241,656,15374
2248,3736,236,673,15355
2249,3741,238,672,15349
2250,3732,244,666,15358
2251,3735,245,665,15355
2252,3738,243,689,15330
2253,3728,236,710,15326
2254,3734,239,710,15317
2255,3725,234,720,15321
2256,3700,250,719,15331
2257,3703,256,741,15300
2258,3713,260,731,15296
2259,3699,268,721,15312
2260,3678,275,746,15301
2261,3685,282,744,15289
2262,3679,262,769,15290
2263,3678,246,783,15293
2264,3693,239,753,15315
2265,3689,251,744,15316
2266,3660,253,774,15313
2267,3655,263,786,15296
2268,3652,259,801,15288
2269,3669,256,806,15269
2270,3671,252,790,15287
2271,3634,280,772,15314
2272,3621,281,784,15314
2273,3613,274,766,15347
2274,3595,270,760,15375
2275,3605,269,751,15375
2276,3595,271,770,15364
2277,3582,259,784,15375
2278,3573,247,794,15386
2279,3564,250,786,15400
2280,3554,274,777,15395
2281,3542,276,763,15419
2282,3555,275,758,15412
2283,3555,250,772,15423
2284,3561,240,762,15437
2285,3559,246,750,15445
2286,3559,233,771,15437
2287,3560,233,751,15456
2288,3559,234,741,15466
2289,3567,231,729,15473
2290,3574,242,701,15483
2291,3596,234,707,15463
2292,3594,240,707,15459
2293,3596,262,706,15436
2294,3608,242,727,15423
2295,3615,248,720,15417
2296,3601,241,731,15427
2297,3612,234,736,15418
2298,3623,223,743,15411
2299,3611,235,738,15416
2300,3616,241,739,15404
2301,3609,245,763,15383
2302,3610,251,747,15392
2303,3596,249,756,15399
2304,3610,252,749,15389
2305,3612,242,758,15388
2306,3586,257,748,15409
2307,3556,267,767,15410
2308,3552,273,760,15415
2309,3546,271,755,15428
2310,3569,245,774,15412
2311,3562,253,787,15398
2312,3555,248,782,15415
2313,3548,258,787,15407
2314,3529,273,783,15415
2315,3514,278,808,15400
2316,3504,264,806,15426
2317,3479,273,814,15434
2318,3465,276,808,15451
2319,3446,287,786,15481
2320,3456,275,790,15479
2321,3459,259,796,15486
2322,3443,268,791,15498
2323,3459,268,764,15509
2324,3438,243,771,15548
2325,3410,264,758,15568
2326,3418,255,759,15568
2327,3420,254,736,15590
2328,3404,268,742,15586
2329,3402,269,748,15581
2330,3424,256,757,15563
2331,3440,246,754,15560
2332,3416,252,772,15560
2333,3413,240,783,15564
2334,3417,238,767,15578
2335,3400,238,744,15618
2336,3398,253,730,15619
2337,3405,241,757,15597
2338,3412,240,752,15596
2339,3399,249,756,15596
2340,3406,242,739,15613
2341,3423,230,736,15611
2342,3412,226,737,15625
2343,3387,228,739,15646
2344,3377,221,750,15652
2345,3363,237,738,15662
2346,3359,237,720,15684
2347,3370,245,712,15673
2348,3411,240,702,15647
2349,3418,249,709,15624
2350,3435,244,701,15620
2351,3446,222,700,15632
2352,3429,243,692,15636
2353,3432,231,699,15638
2354,3450,218,706,15626
2355,3452,228,703,15617
2356,3456,223,715,15606
2357,3445,224,708,15623
2358,3466,221,688,15625
2359,3485,221,698,15596
2360,3499,225,694,15582
2361,3511,226,694,15569
2362,3515,222,694,15569
2363,3535,235,678,15552
2364,3541,216,673,15570
2365,3516,239,669,15576
2366,3512,235,666,15587
2367,3532,224,675,15569
2368,3558,217,676,15549
2369,3560,213,690,15537
2370,3567,229,682,15522
2371,3581,232,685,15502
2372,3618,224,679,15479
2373,3588,259,661,15492
2374,3597,251,664,15488
2375,3621,245,660,15474
2376,3638,234,669,15459
2377,3660,229,645,15466
2378,3667,223,640,15470
2379,3706,203,645,15446
2380,3721,200,638,15441
2381,3721,219,641,15419
2382,3732,211,641,15416
2383,3732,220,633,15415
2384,3721,228,628,15423
2385,3717,245,629,15409
2386,3739,247,628,15386
2387,3757,240,633,15370
2388,3791,241,611,15357
2389,3803,237,633,15327
2390,3812,232,650,15306
2391,3799,216,663,15322
2392,3791,208,688,15313
2393,3796,204,692,15308
2394,3791,219,668,15322
2395,3771,238,660,15331
2396,3757,260,681,15302
2397,3751,239,691,15319
2398,3763,230,685,15322
2399,3767,239,689,15305
2400,3777,245,674,15304
2401,3786,253,679,15282
2402,3765,258,707,15270
2403,3761,259,699,15281
2404,3769,243,706,15282
2405,3759,240,718,15283
2406,3745,255,717,15283
2407,3727,265,733,15275
2408,3722,259,740,15279
2409,3714,240,755,15291
2410,3723,240,728,15309
2411,3715,227,741,15317
2412,3709,233,757,15301
2413,3692,254,776,15278
2414,3699,260,764,15277
2415,3681,279,776,15264
2416,3680,266,780,15274
2417,3661,251,792,15296
2418,3657,248,791,15304
2419,3649,249,783,15319
2420,3655,261,763,15321
2421,3644,261,758,15337
2422,3613,273,776,15338
2423,3605,269,786,15340
2424,3607,254,779,15360
2425,3590,264,772,15374
2426,3571,265,793,15371
2427,3549,290,791,15370
2428,3565,279,795,15361
2429,3554,265,832,15349
2430,3546,276,826,15352
2431,3521,280,837,15362
2432,3501,300,817,15382
2433,3452,304,817,15427
2434,3430,303,825,15442
2435,3412,305,812,15471
2436,3397,297,823,15483
2437,3377,288,844,15491
2438,3375,281,832,15512
2439,3384,281,811,15524
2440,3378,277,833,15512
2441,3372,263,849,15516
2442,3346,250,853,15551
2443,3330,251,848,15571
2444,3327,253,834,15586
2445,3282,301,813,15604
2446,3276,301,795,15628
2447,3272,291,800,15637
2448,3281,258,811,15650
2449,3290,237,805,15668
2450,3287,229,794,15690
2451,3291,244,774,15691
2452,3284,245,737,15734
2453,3292,255,729,15724
2454,3304,218,764,15714
2455,3337,239,737,15687
2456,3339,245,721,15695
2457,3330,248,719,15703
2458,3358,240,710,15692
2459,3384,235,702,15679
2460,3406,234,699,15661
2461,3407,227,711,15655
2462,3412,233,708,15647
2463,3405,242,685,15668
2464,3412,237,695,15656
2465,3399,230,712,15659
2466,3398,227,700,15675
2467,3430,215,707,15648
2468,3440,236,698,15626
2469,3437,237,697,15629
2470,3450,240,686,15624
2471,3474,231,690,15605
2472,3469,246,690,15595
2473,3475,251,691,15583
2474,3485,242,710,15563
2475,3479,244,716,15561
2476,3476,258,684,15582
2477,3496,262,692,15550
2478,3486,261,677,15576
2479,3508,250,690,15552
2480,3503,238,704,15555
2481,3495,250,706,15549
2482,3493,240,730,15537
2483,3479,241,733,15547
2484,3502,227,723,15548
2485,3478,245,723,15554
2486,3503,227,731,15539
2487,3500,240,705,15555
2488,3507,259,721,15513
2489,3502,253,734,15511
2490,3492,230,742,15536
2491,3491,241,723,15545
2492,3495,230,724,15551
2493,3502,222,714,15562
2494,3500,220,735,15545
2495,3497,214,736,15553
2496,3491,236,714,15559
2497,3499,244,704,15553
2498,3484,244,699,15573
2499,3481,250,683,15586
2500,3496,241,683,15580
